Frequency,Amplitude,LeftYaw,RightYaw,RotAngleZ,RotAngleY,RotAngleX
0.0,0.0,-0.1702487478880929,0.2409793769633984,-0.023764850471395427,-0.05258945081062283,3.1312942236788994
0.0,0.0,-0.06288897621270238,0.23640632989756885,-0.023764850471395427,-0.05258945081062283,3.1312942236788994
0.0,0.0,-0.06317940641314314,0.230416847316467,-0.015811518263146862,-0.0540561485882769,3.131511151779353
0.0,0.0,-0.06392975205027296,0.22751609896763908,-0.00975430210746353,-0.054043215775132936,3.1317709488462486
0.0,0.0,-0.06404317774557511,0.22398592913992774,-0.002725717737841471,-0.05383593276996024,3.132919682540655
0.0,0.0,-0.06395461515576237,0.21465081714990022,0.004975267613351875,-0.053501561037419876,3.1342363301363543
0.0,0.0,-0.061719344990264005,0.2074682384004429,0.013563413793021617,-0.05321793486572135,3.1357459522558475
0.0,0.0,-0.06002621536011091,0.20177080472238187,0.013563413793021617,-0.05321793486572135,3.1357459522558475
0.0,0.0,-0.05766761586900666,0.1932229397953386,0.02289334442704849,-0.05317777616822017,3.1368925638039724
0.0,0.0,-0.0566099664092169,0.1848820024849945,0.03330455557037393,-0.053391657406582915,3.1370017011499054
0.0,0.0,-0.055267038301220026,0.17544350991040147,0.044807371906541604,-0.05385285930807182,3.136858922694501
0.0,0.0,-0.05797652591069903,0.16325904858058457,0.05543381801509817,-0.054219814685333656,3.135032706187371
0.0,0.0,-0.053637445869011334,0.1566541926953495,0.05543381801509817,-0.054219814685333656,3.135032706187371
0.0,0.0,-0.052917372883335145,0.1570850588702107,0.0640341896035439,-0.05459818619961032,3.133526253213641
0.0,0.0,-0.059859867660521836,0.15058441580738177,0.07057049304301444,-0.05519349512667082,3.1322325348900213
0.0,0.0,-0.05241338629179446,0.1488373821322898,0.07545702091855055,-0.05608367960760008,3.1302198224389266
0.0,0.0,-0.009344368555410128,0.15644808067173419,0.08099016566021344,-0.057537559267260896,3.127504200044732
0.0,0.0,-0.020828435163293007,0.16738546688685105,0.08695995176058524,-0.058967963636856524,3.1242098052083884
0.0,0.0,-0.023143377537871376,0.1644393782204645,0.08695995176058524,-0.058967963636856524,3.1242098052083884
0.0,0.0,-0.018743165465598753,0.16336941996301155,0.09297208194066187,-0.06011292929760437,3.11988200323148
0.0,0.0,0.03097133176561738,0.1533949495742833,0.09928124411033501,-0.061215181692363174,3.1149250673179623
0.0,0.0,0.028889424308799348,0.15185634154400363,0.1064384693931375,-0.06258950695699106,3.1097492921769225
0.0,0.0,-0.0195697482501213,0.1572207302829934,0.1137073991329478,-0.06379496848180288,3.104779023943058
0.0,0.0,0.02695159802814381,0.1487308057544162,0.12040415199443277,-0.06472507022270868,3.1006697495364453
0.0,0.0,0.025462647549221125,0.14598004330923015,0.12040415199443277,-0.06472507022270868,3.1006697495364453
0.0,0.0,0.024148716688187084,0.14277271518466367,0.12775708534713281,-0.06533894692573305,3.097190223252436
0.0,0.0,0.023733779545595926,0.14035408221692414,0.13609382740182419,-0.06595896075011565,3.0938996817390843
0.0,0.0,-0.019278791659246338,0.14169473415442685,0.14461519313899096,-0.06642223865570918,3.090514443970468
0.0,0.0,0.024461246964486292,0.13085044206416507,0.15175647120446278,-0.06712466686657681,3.087376332529344
0.0,0.0,0.02711147299792723,0.12327736067511805,0.15175647120446278,-0.06712466686657681,3.087376332529344
0.0,0.0,0.029087873502496885,0.115108380347409,0.15688086352920827,-0.0683346981653199,3.0842860724010435
0.0,0.0,0.030672889195365774,0.10876228385158875,0.15991706482916612,-0.06989738770399168,3.081049923224168
0.0,0.0,0.030882962671102587,0.10507653548194633,0.16238069436048796,-0.07163517303019029,3.0776212998827956
0.0,0.0,0.029345617561746116,0.10597235629362173,0.1642892425117246,-0.07315447223633775,3.073932173005388
0.0,0.0,0.02813936995491375,0.10728154131836946,0.16567530975081013,-0.07471634423131235,3.0697756467642408
0.0,0.0,0.026417827724880872,0.11015140532093089,0.16567530975081013,-0.07471634423131235,3.0697756467642408
0.0,0.0,0.02451855070100423,0.11241221270456958,0.16611545479875378,-0.07656341312932868,3.0650368121144025
0.0,0.0,0.022346174829718367,0.1160049751402762,0.1654773627135082,-0.078691419853953,3.0587038288670856
0.0,0.0,0.019594613436205312,0.12163632081141122,0.1641166120350448,-0.08106108879708351,3.0513857101103157
0.0,0.0,0.017035901316019522,0.12602603420332406,0.1626838162067088,-0.08314436460501895,3.0440513104471894
0.0,0.0,0.013123901807315364,0.13250002901049537,0.16202393991627329,-0.08487560041105802,3.0376621133318404
0.0,0.0,0.010694530890836855,0.14262850501163588,0.16202393991627329,-0.08487560041105802,3.0376621133318404
0.0,0.0,0.01127127171440714,0.14966514253335686,0.16215325628602528,-0.08576565877791076,3.0325692182059623
0.0,0.0,0.026430548480275203,0.020412337048914143,0.16257168368209207,-0.08578681591034432,3.028751883377651
0.0,0.0,0.026430548480275203,0.020412337048914143,0.16305044288761827,-0.08535229011525391,3.0261634932851504
0.0,0.0,0.026430548480275203,0.020412337048914143,0.16366556390016562,-0.08467956093833706,3.024701609291415
0.0,0.0,0.026430548480275203,0.020412337048914143,0.16510692182415454,-0.08430797969534432,3.0239242177086223
0.0,0.0,0.026430548480275203,0.020412337048914143,0.16510692182415454,-0.08430797969534432,3.0239242177086223
0.0,0.0,0.026430548480275203,0.020412337048914143,0.16661511073446,-0.08434076087859177,3.023568185319967
0.0,0.0,0.026430548480275203,0.020412337048914143,0.16853624448498206,-0.08500944195973137,3.0235964623957265
0.0,0.0,-0.026640020664172148,-0.3028324417687088,0.1706923173674939,-0.08644671333925169,3.0240206258746047
0.0,0.0,-0.012410465918418356,-0.26850103294525207,0.17247358064175344,-0.08866290423076073,3.0248190390054117
0.0,0.0,-0.009511795043300145,-0.2540366061167047,0.173670902778289,-0.09153478165388762,3.0263689562132776
0.0,0.0,-0.010390195036376148,-0.2445272568123588,0.173670902778289,-0.09153478165388762,3.0263689562132776
0.0,0.0,-0.01790178341167485,-0.25057875775734584,0.1748061729374033,-0.09479925327921102,3.0285036464440616
0.0,0.0,-0.013511354295219064,-0.2355746246891371,0.1763148814594624,-0.09812477695290589,3.030723742106567
0.0,0.0,-0.01120644766870163,-0.24244018740033413,0.17757590623105202,-0.10043002115530708,3.0321467899135217
0.0,0.0,-0.012663162455164046,-0.23880390724793993,0.17900858512423934,-0.1007760204889756,3.033057620134437
0.0,0.0,-0.014625465891010396,-0.2410084553535507,0.1791129157222633,-0.09910497556086106,3.0336112388973238
0.0,0.0,-0.015398004190458447,-0.23970082661356498,0.1791129157222633,-0.09910497556086106,3.0336112388973238
0.0,0.0,-0.012402091525146817,-0.23877958925823614,0.1787852238042129,-0.09630865625781349,3.03444119554398
0.0,0.0,-0.009746215637065167,-0.23484218881033805,0.1783921042931853,-0.09334269974963849,3.03616979424404
0.0,0.0,-0.004960147933245589,-0.23363912243265156,0.17738648503549825,-0.09046318232717176,3.0387342497270926
0.0,0.0,-0.001132637470198521,-0.23416900826579326,0.17512365785470152,-0.08767572178152916,3.0420267353020933
0.0,0.0,0.003596201918657426,-0.23332104112995522,0.17512365785470152,-0.08767572178152916,3.0420267353020933
0.0,0.0,0.00776855845335613,-0.2313737710304029,0.17155601492317363,-0.0853394414511297,3.0441815056383836
0.0,0.0,0.009663353876460874,-0.22709963050742113,0.1685388533243941,-0.08375803078443855,3.0457148287377978
0.0,0.0,0.012226212621687702,-0.22502762460031223,0.1661998847435484,-0.08476448494562216,3.051725324645049
0.0,0.0,0.015633991471958493,-0.22347553431701403,0.1679432544363877,-0.0867433419532877,3.05202319600365
0.0,0.0,0.017685162304726727,-0.22535597571796218,0.17156964367542482,-0.08977678337442363,3.0510486532157004
0.0,0.0,0.018391130939598505,-0.22557046005425443,0.17156964367542482,-0.08977678337442363,3.0510486532157004
0.0,0.0,0.017346253209770825,-0.22956022490708622,0.17616144678141765,-0.09340109734038426,3.048423450990252
0.0,0.0,0.015179826798748308,-0.2347442677060072,0.18105683538507478,-0.0970223959389167,3.0447840160320845
0.0,0.0,0.013593769768281309,-0.23951160901811486,0.18578524337327984,-0.10031970494913534,3.0404440646102295
0.0,0.0,0.01217237619607337,-0.24341721798050012,0.19017071354282145,-0.10313770113472698,3.0367963248918266
0.0,0.0,0.010560746577357805,-0.24399648880710598,0.19017071354282145,-0.10313770113472698,3.0367963248918266
0.0,0.0,0.010340134889963763,-0.24291273204625505,0.19380785942730228,-0.10514228954088134,3.0340503902695737
0.0,0.0,0.010016490077302681,-0.24237677087687662,0.19580279973706283,-0.10611610159520257,3.031804050523234
0.0,0.0,0.010155991864746996,-0.24293390417692118,0.19663112722717901,-0.10573590870046168,3.028970362882168
0.0,0.0,0.010441965431551067,-0.23860370411299323,0.1958627028362372,-0.10539328366565393,3.0298730964955705
0.0,0.0,0.020469821797162422,-0.2048646655397542,0.19492957030817237,-0.10498782460105227,3.0322775268320785
0.0,0.0,0.02526438352844313,-0.11446851428362542,0.19492957030817237,-0.10498782460105227,3.0322775268320785
