Frequency,Amplitude,LeftYaw,RightYaw,RotAngleZ,RotAngleY,RotAngleX
0.0,0.0,-0.0240092523514456,0.10478147387792236,-0.025581927443261154,0.05160906185746583,3.1303885937533935
0.0,0.0,-0.022508392549023218,0.10646267753981895,-0.025581927443261154,0.05160906185746583,3.1303885937533935
0.0,0.0,-0.02330702462566754,0.10646267753981895,-0.025581927443261154,0.05160906185746583,3.1303885937533935
0.0,0.0,-0.02352321504953313,0.1062707634937651,-0.02481379284930174,0.0519007803580136,3.1307542327283118
0.0,0.0,-0.02451422306423285,0.10516012545066118,-0.023973520548134175,0.052344953879675415,3.1310524570767053
0.0,0.0,-0.023656849560200865,0.10582356049009196,-0.023973520548134175,0.052344953879675415,3.1310524570767053
0.0,0.0,-0.024923240915182387,0.10573656666860884,-0.023973520548134175,0.052344953879675415,3.1310524570767053
0.0,0.0,-0.025460352653375533,0.10569677737744737,-0.023678098206841636,0.052456055211516084,3.1314177682773354
0.0,0.0,-0.027466424517558954,0.1038170600234206,-0.023678098206841636,0.052456055211516084,3.1314177682773354
0.0,0.0,-0.026302296467841872,0.10491449877437181,-0.023678098206841636,0.052456055211516084,3.1314177682773354
0.0,0.0,-0.027991002753871914,0.10370195320768033,-0.023546858202990073,0.05240362698505674,3.131879393940229
0.0,0.0,-0.027775850546712538,0.103420498692351,-0.023546858202990073,0.05240362698505674,3.131879393940229
0.0,0.0,-0.026834306588071836,0.10537996107626882,-0.023546858202990073,0.05240362698505674,3.131879393940229
0.0,0.0,-0.027529476936961183,0.10582366035863283,-0.023546858202990073,0.05240362698505674,3.131879393940229
0.0,0.0,-0.02814218499940975,0.10554672489477822,-0.023345237955409104,0.052123792017440884,3.132283261785749
0.0,0.0,-0.028446370010761838,0.1052459624615458,-0.023345237955409104,0.052123792017440884,3.132283261785749
0.0,0.0,-0.03200687074657567,0.10543561282067307,-0.023345237955409104,0.052123792017440884,3.132283261785749
0.0,0.0,-0.030335115064765057,0.10592770673347086,-0.02326177456445544,0.051578120548914086,3.1326997803513534
0.0,0.0,-0.031164631487675894,0.10681292483505639,-0.02326177456445544,0.051578120548914086,3.1326997803513534
0.0,0.0,-0.033997186267840984,0.10385273805964926,-0.02326177456445544,0.051578120548914086,3.1326997803513534
0.0,0.0,-0.03461673324474509,0.10472166926669327,-0.02292305238394965,0.05106185701810517,3.1330320472415916
0.0,0.0,-0.034410067782965736,0.10511679914867696,-0.02292305238394965,0.05106185701810517,3.1330320472415916
0.0,0.0,-0.03580341285934918,0.10580626658776325,-0.02292305238394965,0.05106185701810517,3.1330320472415916
0.0,0.0,-0.03634401375468925,0.10442279601335913,-0.02291181279315868,0.05036460518228525,3.133252045644381
0.0,0.0,-0.0371863549627245,0.1049743033856009,-0.02291181279315868,0.05036460518228525,3.133252045644381
0.0,0.0,-0.037581305913572456,0.1046890455433398,-0.02291181279315868,0.05036460518228525,3.133252045644381
0.0,0.0,-0.037804582842651174,0.10419491264783241,-0.02291181279315868,0.05036460518228525,3.133252045644381
0.0,0.0,-0.038736085851744435,0.10473546777009124,-0.022739166499174956,0.04978331508711431,3.1336520431593984
0.0,0.0,-0.03887375879653392,0.10424353198248316,-0.022739166499174956,0.04978331508711431,3.1336520431593984
0.0,0.0,-0.03885493773776763,0.10408286014496733,-0.022739166499174956,0.04978331508711431,3.1336520431593984
0.0,0.0,-0.03545767213201885,0.105263880542255,-0.02267585019890017,0.049176600799808234,3.134023702880172
0.0,0.0,-0.022209931253420197,0.10059184710765855,-0.02267585019890017,0.049176600799808234,3.134023702880172
0.0,0.0,-0.010690477892552891,0.09969411214894965,-0.02267585019890017,0.049176600799808234,3.134023702880172
0.0,0.0,-0.004180363182874404,0.09848105891717537,-0.02253598291406478,0.04860623193304692,3.1345219711859666
0.0,0.0,0.001407526799299601,0.09623742060018926,-0.02253598291406478,0.04860623193304692,3.1345219711859666
0.0,0.0,0.009435970893935846,0.09715695186794479,-0.02253598291406478,0.04860623193304692,3.1345219711859666
0.0,0.0,0.01185512609092038,0.09427765861064881,-0.02253598291406478,0.04860623193304692,3.1345219711859666
0.0,0.0,0.010866371360174218,0.0962997052801835,-0.02204055775179281,0.04815367939223236,3.1351077055304017
0.0,0.0,0.009503388400812282,0.09488434335172567,-0.02204055775179281,0.04815367939223236,3.1351077055304017
0.0,0.0,0.008222310648686542,0.09640040605890211,-0.02204055775179281,0.04815367939223236,3.1351077055304017
0.0,0.0,0.008472022052327553,0.09581348696654068,-0.02191373354180781,0.047686865821781055,3.135990221351329
0.0,0.0,0.008782036889753394,0.09659069724116669,-0.02191373354180781,0.047686865821781055,3.135990221351329
0.0,0.0,0.00935309248857474,0.09693032518155745,-0.02191373354180781,0.047686865821781055,3.135990221351329
0.0,0.0,0.008617082668398756,0.09670146809775718,-0.02191373354180781,0.047686865821781055,3.135990221351329
0.0,0.0,0.007560623308721136,0.09706879291348476,-0.02190926657852721,0.04736951641817022,3.13699559397428
0.0,0.0,0.0057921589890837745,0.0963090596335124,-0.02190926657852721,0.04736951641817022,3.13699559397428
0.0,0.0,0.006981393573858658,0.09641052607104442,-0.02190926657852721,0.04736951641817022,3.13699559397428
0.0,0.0,0.006572031904651203,0.09708072720411967,-0.022301417124171774,0.04699732852649774,3.1378212354141457
0.0,0.0,0.0057104228301589595,0.09814419400641557,-0.022301417124171774,0.04699732852649774,3.1378212354141457
0.0,0.0,0.005103723524919885,0.09722200789994838,-0.022301417124171774,0.04699732852649774,3.1378212354141457
0.0,0.0,0.004117097762599836,0.09738304592211411,-0.022301417124171774,0.04699732852649774,3.1378212354141457
0.0,0.0,0.0037750943033226696,0.09645066490209896,-0.02258042744846378,0.04669594622939144,3.1386161552034517
0.0,0.0,0.0038466121420102565,0.09753168360045415,-0.02258042744846378,0.04669594622939144,3.1386161552034517
0.0,0.0,0.0019082766358259691,0.09681392007478577,-0.02258042744846378,0.04669594622939144,3.1386161552034517
0.0,0.0,0.0015504463534885716,0.0970622015897868,-0.023041724046581447,0.04625784889877815,3.1390800204616265
0.0,0.0,0.0007734259981385514,0.09728410116523925,-0.023041724046581447,0.04625784889877815,3.1390800204616265
0.0,0.0,0.001595705007709057,0.09774571020593405,-0.023041724046581447,0.04625784889877815,3.1390800204616265
0.0,0.0,-2.9117870653966904e-05,0.09809097239650601,-0.023485190061752537,0.04576612222713328,3.1395520209635834
0.0,0.0,-0.0009971953129334634,0.09737226011969928,-0.023485190061752537,0.04576612222713328,3.1395520209635834
0.0,0.0,-0.0004006704728985291,0.09779979734319788,-0.023485190061752537,0.04576612222713328,3.1395520209635834
0.0,0.0,-0.0023394504786138793,0.09721078933385642,-0.023485190061752537,0.04576612222713328,3.1395520209635834
0.0,0.0,-0.0012129098007839306,0.09792618930405736,-0.02377249601001008,0.04529084043753118,3.1398890406275464
0.0,0.0,-0.0020402150717818914,0.09785755464933897,-0.02377249601001008,0.04529084043753118,3.1398890406275464
0.0,0.0,-0.003117963465534821,0.09824668409649158,-0.02377249601001008,0.04529084043753118,3.1398890406275464
